0.006577961,0.2045855,-0.2585561
0.006268403,0.2044981,-0.2551002
0.006325113,0.204572,-0.2523821
0.006399121,0.2046335,-0.2478956
0.006364203,0.2046731,-0.2442722
0.006271819,0.2049888,-0.2389331
0.006419512,0.20476,-0.2336691
0.006592608,0.2044227,-0.2261492
0.006520782,0.2039914,-0.2190495
0.006460734,0.2032771,-0.210452
0.006669913,0.2031916,-0.2039142
0.007254194,0.2025854,-0.1951644
0.007807786,0.2020033,-0.1889904
0.00872204,0.2014252,-0.1806921
0.009504361,0.200963,-0.1748811
0.01075047,0.2000431,-0.1669619
0.0115909,0.1992705,-0.160036
0.01249906,0.1982958,-0.1512238
0.01359134,0.197614,-0.1435695
0.01434434,0.1969641,-0.1370831
0.01510349,0.1962904,-0.1283074
0.01562783,0.1958736,-0.1218986
0.01609556,0.1949535,-0.1122017
0.01639565,0.1940338,-0.1048873
0.01678781,0.1928464,-0.0962949
0.01729344,0.191835,-0.08888558
0.01783926,0.1906851,-0.0809058
0.01821066,0.1898153,-0.07407455
0.01862117,0.1888377,-0.06620877
0.01892917,0.1880944,-0.05954355
0.01911342,0.1872116,-0.05107808
0.01922857,0.1867978,-0.04462981
0.01935092,0.1860878,-0.036066
0.01932854,0.1854704,-0.03016233
0.01927026,0.1850558,-0.02019069
0.0192148,0.1848471,-0.01488061
0.01927787,0.1842033,-0.008227546
0.01930432,0.1838551,-0.002558356
0.01941989,0.1837766,0.004845695
0.01954286,0.1835586,0.009750142
0.0197258,0.1831686,0.01676955
0.01990455,0.1827704,0.02277606
0.02004013,0.1824369,0.02799579
0.02021199,0.1821594,0.03442518
0.02037629,0.1820388,0.03860515
0.02049084,0.181958,0.04481154
0.02050661,0.1819147,0.04890959
0.0206272,0.1822007,0.05466247
0.02064875,0.1824384,0.05855204
0.02071627,0.1828223,0.06380326
0.0208057,0.1829271,0.06703964
0.02096894,0.1832899,0.07141415
0.02104343,0.1836639,0.0749196
0.02116263,0.1841854,0.0794088
0.02141567,0.1844448,0.08392588
0.0216857,0.1845997,0.08666997
0.02208739,0.1849924,0.09051902
0.02243057,0.1853169,0.09340597
0.022902,0.185783,0.09730509
0.02336389,0.1860133,0.09994227
0.02392615,0.1861814,0.1029518
0.02440096,0.1862452,0.1048941
0.02517381,0.1865394,0.1078192
0.02579469,0.1868738,0.1101964
0.02658452,0.1872472,0.1132009
0.02711766,0.1874102,0.1150155
0.02778079,0.1875159,0.1172831
0.02828584,0.1876292,0.1187813
0.0290326,0.1877156,0.1208228
0.02974598,0.1877516,0.1229052
0.03039322,0.1877615,0.1246245
0.03084707,0.1876927,0.1258158
0.03130636,0.187559,0.1271078
0.03165426,0.1873296,0.1279878
0.03199311,0.1870647,0.1288118
0.03220403,0.1869382,0.1292034
0.0324528,0.1867193,0.1295371
0.03268449,0.1866069,0.1296547
0.0329937,0.1863025,0.1297528
0.03321641,0.1859377,0.129763
0.03363148,0.1852812,0.1298414
0.03393764,0.18483,0.1299437
0.03453964,0.1838816,0.1302928
0.03485151,0.1834146,0.1304314
0.03529407,0.1828264,0.1306656
0.03559534,0.1824756,0.1309104
0.03594576,0.1821514,0.1313625
0.03614256,0.1820271,0.1316405
0.03634102,0.1818708,0.1320204
0.03644289,0.1817703,0.1322636
0.03652859,0.1817604,0.1325685
0.03656247,0.1818369,0.1327613
0.03661327,0.1822289,0.1330889
