0.01124821,0.1089503,-0.02548344
0.01122432,0.1102139,-0.02522638
0.01124828,0.1122505,-0.0248218
0.0112884,0.1140191,-0.02457041
0.01130369,0.1175556,-0.0240781
0.01134699,0.1228482,-0.02338348
0.01139377,0.1275322,-0.02271735
0.01139848,0.1313856,-0.02208816
0.01129846,0.136502,-0.02132615
0.01122372,0.1401861,-0.02076565
0.01120281,0.1466867,-0.01990518
0.01128517,0.15183,-0.01951015
0.01144864,0.1585809,-0.01902086
0.01152296,0.1636526,-0.01863627
0.01164537,0.1707508,-0.0180037
0.01181881,0.1763238,-0.01756426
0.01206415,0.1835603,-0.01711977
0.01225416,0.1891392,-0.01686297
0.0125528,0.19686,-0.01649147
0.01274402,0.2026095,-0.01631934
0.01314594,0.2101505,-0.01639302
0.01335885,0.2154976,-0.01648108
0.01364086,0.2236685,-0.01660426
0.0138494,0.2295293,-0.01678969
0.01397327,0.2369627,-0.01699869
0.01416301,0.2423992,-0.01727939
0.01439709,0.2497614,-0.01766498
0.01451559,0.2543515,-0.0179407
0.01468427,0.2623136,-0.01834228
0.01476132,0.2681406,-0.01872036
0.01499344,0.2761283,-0.01935465
0.01514843,0.282977,-0.01986145
0.01528618,0.290177,-0.02059518
0.01540917,0.294603,-0.02110548
0.01567519,0.30223,-0.02209258
0.01582295,0.3072658,-0.02275877
0.01608811,0.3143303,-0.02381204
0.01630715,0.3202589,-0.02478374
0.01658097,0.3274139,-0.02590437
0.01676156,0.3326108,-0.02687378
0.01717882,0.3408987,-0.02861869
0.01749894,0.3469559,-0.02994224
0.01768754,0.3548655,-0.03156408
0.01774799,0.3600814,-0.0327429
0.01791186,0.3667765,-0.03441548
0.01802758,0.3727578,-0.03584977
0.01819064,0.3795924,-0.0378207
0.0181111,0.3848634,-0.03943148
0.01808052,0.3891858,-0.04076641
0.01805556,0.3950735,-0.04253136
0.01799669,0.3987541,-0.04384138
0.01795021,0.4048341,-0.04604103
0.01775469,0.4101411,-0.04787003
0.01762101,0.4129229,-0.04898411
0.01740768,0.4165132,-0.05044774
0.01727015,0.4193107,-0.05135505
0.01688305,0.4237205,-0.0528182
0.01671479,0.4263346,-0.0537187
0.01654344,0.4293385,-0.05475753
0.01641269,0.4314988,-0.05569363
0.01621361,0.4340379,-0.05701158
0.0160625,0.4355107,-0.05797492
0.01578611,0.4377153,-0.05935927
0.01557345,0.439089,-0.06015362
0.01518496,0.4404577,-0.06110238
0.01470033,0.4413812,-0.06185085
0.01418161,0.4416417,-0.0620996
0.01391659,0.4416814,-0.06218215
0.01359221,0.4416991,-0.06210135
0.01341567,0.4416877,-0.06193191
0.01317845,0.4415601,-0.0615963
0.01304514,0.4413472,-0.06129161
0.01294446,0.4410131,-0.06088243
0.0129106,0.4405926,-0.06050787
0.01294776,0.4398317,-0.05990272
0.01302484,0.4391847,-0.05950033
0.01315249,0.4382877,-0.0590221
0.01324529,0.4376898,-0.0587437
0.01339465,0.4369261,-0.05840229
0.01350445,0.4365409,-0.05819403
0.01363818,0.4360907,-0.05799908
0.01364957,0.4357936,-0.05791181
0.01348311,0.4352683,-0.05769737
0.01332495,0.4349191,-0.05754144
0.01308298,0.4343728,-0.05736481
0.01259728,0.4334163,-0.05723475
0.01241596,0.4332329,-0.0573339
0.0122584,0.4332081,-0.05741391
0.01211237,0.4332428,-0.05753074
0.011998,0.4332958,-0.05764613
0.0118567,0.433405,-0.0578534
0.01174032,0.4335166,-0.05804648
0.01145954,0.433745,-0.05852679
